Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,District Municipality,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
1217,Bridge over River,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,1,750,L,0,0,0,1,9999999,1
1217,Bridge over River,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 314. Replace joint sealant,"BU,AS",1,340,m,0,0,0,1,9999999,1
1217,Bridge over River,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U2,1,750,m,0,0,0,1,9999999,1
1217,Bridge over River,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,U1,2,630,m3,0,0,0,1,9999999,1
1217,Bridge over River,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,P1,5,340,m,0,0,0,1,9999999,1
1228,D685 EMAKHANZENI LOCAL MUNICIPALITY,Bridge,Bridge,10/16/2017,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,AS,10,750,m3,7500,2,4,4,53,1
1228,D685 EMAKHANZENI LOCAL MUNICIPALITY,Bridge,Bridge,10/16/2017,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,4,340,No,1360,2,4,4,294,1
1228,D685 EMAKHANZENI LOCAL MUNICIPALITY,Bridge,Bridge,10/16/2017,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
1237,D1747 GOVAN MBEKI MUNICIPALITY,Bridge,Bridge,10/12/2017,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,S2,5,750,m3,3750,2,4,1,27,1
1237,D1747 GOVAN MBEKI MUNICIPALITY,Bridge,Bridge,10/12/2017,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,340,No,4080,2,4,4,98,1
1237,D1747 GOVAN MBEKI MUNICIPALITY,Bridge,Bridge,10/12/2017,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,11. Parapet, 464. Repair/replace guardrail fixings,AS,40,2290,No,91600,3,4,9,10,1
1237,D1747 GOVAN MBEKI MUNICIPALITY,Bridge,Bridge,10/12/2017,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
1244,GROOTSPRUIT RIVER BRIDGE,Bridge,Bridge,10/16/2017,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
1244,GROOTSPRUIT RIVER BRIDGE,Bridge,Bridge,10/16/2017,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",5,6180,m,30900,3,4,9,29,1
1245,1245,Major Culvert,Culvert Major,10/4/2019,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
1245,1245,Major Culvert,Culvert Major,10/4/2019,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,04. Embankment/s, 155. Earth backfill,BE,2,630,m3,1260,2,4,1,79,1
1245,1245,Major Culvert,Culvert Major,10/4/2019,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,05. Waterway, 207. Clear debris,AC,5,750,m3,3750,3,4,9,240,1
1261,MOHAMBA BRIDGE D646,Bridge,Bridge,11/4/2017,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BU,3,9190,m3,27570,3,4,4,15,1
1261,MOHAMBA BRIDGE D646,Bridge,Bridge,11/4/2017,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,S1,2,750,m2,1500,2,4,4,267,1
1261,MOHAMBA BRIDGE D646,Bridge,Bridge,11/4/2017,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S1,8,340,No,2720,2,4,4,147,1
1261,MOHAMBA BRIDGE D646,Bridge,Bridge,11/4/2017,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,11. Parapet, 459. Paint steel rails,S1,1,750,m2,750,2,4,4,533,1
1261,MOHAMBA BRIDGE D646,Bridge,Bridge,11/4/2017,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
1263,D1375  LEKWA LOCAL MUNICIPALITY,Bridge,Bridge,9/10/2017,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,4,340,No,1360,2,4,4,294,1
1263,D1375  LEKWA LOCAL MUNICIPALITY,Bridge,Bridge,9/10/2017,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
1264,D80 DIPASELENG LOCAL MUNICIPALITY,Bridge,Bridge,9/9/2017,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,16,340,No,5440,2,4,1,18,1
1264,D80 DIPASELENG LOCAL MUNICIPALITY,Bridge,Bridge,9/9/2017,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
1264,D80 DIPASELENG LOCAL MUNICIPALITY,Bridge,Bridge,9/9/2017,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),AS,90,1080,No,97200,4,4,16,16,1
1264,D80 DIPASELENG LOCAL MUNICIPALITY,Bridge,Bridge,9/9/2017,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,AS,40,750,m3,30000,3,4,9,30,1
1264,D80 DIPASELENG LOCAL MUNICIPALITY,Bridge,Bridge,9/9/2017,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,01. Approach Embankment, 158. Rock backfill,BU,2,2770,m3,5540,2,4,1,18,1
1264,D80 DIPASELENG LOCAL MUNICIPALITY,Bridge,Bridge,9/9/2017,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,17. Expansion Joints, 953. Ad-hoc item (describe under Remarks),"BU,AP",18,1080,No,19440,2,4,1,5,1
1271,Suikerbosrant River Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,03. Waterway, 405. Remove trees (girth > 500 mm),"AP,AS",5,3100,No,15500,1,1,4,26,1
1271,Suikerbosrant River Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,11. Parapet, 459. Paint steel rails,AS,50,750,m2,37500,1,1,1,3,1
1271,Suikerbosrant River Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),"P1,P2",15,750,L,11250,1,1,4,36,1
1271,Suikerbosrant River Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",60,6180,m,370800,1,1,1,0,1
1271,Suikerbosrant River Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,20. Decks and Slabs, 120. Seal cracks,"S1,S2",80,750,m,60000,3,4,4,7,1
1282,Steenkool River Bridge,Bridge,Bridge,10/24/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,"AP,AS",5,750,m3,3750,1,1,1,27,1
1282,Steenkool River Bridge,Bridge,Bridge,10/24/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",60,6180,m,370800,1,1,1,0,1
1282,Steenkool River Bridge,Bridge,Bridge,10/24/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,30,750,L,22500,3,4,9,40,1
1282,Steenkool River Bridge,Bridge,Bridge,10/24/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,11. Parapet, 457. New traffic barrier (Concrete F-Shape/NJ),AS,52,11540,m,600080,3,4,9,1,1
1282,Steenkool River Bridge,Bridge,Bridge,10/24/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U2,7,750,m,5250,3,4,9,171,1
1282,Steenkool River Bridge,Bridge,Bridge,10/24/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,30,950,m,28500,3,4,4,14,1
1282,Steenkool River Bridge,Bridge,Bridge,10/24/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,12,3100,No,37200,1,1,1,3,1
1282,Steenkool River Bridge,Bridge,Bridge,10/24/2019,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,08. Surfacing, 501. Crack seal (asphalt),S1,50,80,m,4000,1,1,1,25,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,8,340,No,2720,3,4,4,147,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,21. Miscellaneous Items, 617. Replace road signs,BU,40,2480,m2,99200,1,1,0,0,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S1,10,750,m,7500,3,4,1,13,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,15,750,L,11250,3,4,1,9,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",60,6180,m,370800,3,4,9,2,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AP,600,150,m2,90000,2,4,1,1,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,11. Parapet, 456. New pedestrian parapet,AS,100,5090,m,509000,2,4,9,2,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,11. Parapet, 454. New endblocks,AS,4,15350,No,61400,2,4,9,15,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,8,3100,No,24800,3,4,4,16,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,1000,750,m2,750000,3,4,9,1,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,2,750,m,1500,1,1,1,67,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,06. Abutments, 103. Clean concrete surface,BU,300,150,m2,45000,2,4,0,0,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,AS,20,750,m3,15000,3,4,4,27,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,60,950,m,57000,3,4,4,7,1
1318,Sandrivier Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,11. Parapet, 101. Apply protective coating,AS,100,480,m2,48000,3,4,9,19,1
1323,D2451 MSUKALIGWA LOCAL MUNICIPALITY,Bridge,Bridge,9/11/2017,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S1,4,340,No,1360,2,4,4,294,1
1323,D2451 MSUKALIGWA LOCAL MUNICIPALITY,Bridge,Bridge,9/11/2017,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,11. Parapet, 459. Paint steel rails,S1,1,750,m2,750,2,4,4,533,1
1323,D2451 MSUKALIGWA LOCAL MUNICIPALITY,Bridge,Bridge,9/11/2017,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
1341,River Bridge,Bridge,Bridge,11/12/2012,D286,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,01. Approach Embankment, 116. Repair concrete sidedrain/gutter/downchute,U1,12,1570,m,18840,4,4,4,21,1
1341,River Bridge,Bridge,Bridge,11/12/2012,D286,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,"P3,P4",16,750,m3,12000,1,1,1,8,1
1341,River Bridge,Bridge,Bridge,11/12/2012,D286,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 158. Rock backfill,U1,4,2770,m3,11080,4,4,4,36,1
1341,River Bridge,Bridge,Bridge,11/12/2012,D286,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,08. Surfacing, 501. Crack seal (asphalt),AS,230,80,m,18400,3,4,1,5,1
1341,River Bridge,Bridge,Bridge,11/12/2012,D286,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,16,340,No,5440,3,4,1,18,1
1341,River Bridge,Bridge,Bridge,11/12/2012,D286,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,AS,6,750,m3,4500,1,1,1,22,1
1341,River Bridge,Bridge,Bridge,11/12/2012,D286,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,112,3100,m,347200,4,4,1,0,1
1341,River Bridge,Bridge,Bridge,11/12/2012,D286,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",75,1220,m,91500,3,4,1,1,1
1352,Tributary of Vaal River Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,BU,5,750,m,3750,1,1,1,27,1
1352,Tributary of Vaal River Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,2,750,L,1500,2,4,4,267,1
1352,Tributary of Vaal River Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,BU,5,750,m,3750,2,4,4,107,1
1352,Tributary of Vaal River Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,01. Approach Embankment, 953. Ad-hoc item (describe under Remarks),BU,1,1080,No,1080,1,1,1,93,1
1352,Tributary of Vaal River Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,5,750,L,3750,2,4,1,27,1
1378,1378,Bridge,Bridge,8/10/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BU,8,9190,m3,73520,3,4,9,12,1
1378,1378,Bridge,Bridge,8/10/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,S1,0,750,m3,0,2,4,4,9999999,1
1378,1378,Bridge,Bridge,8/10/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,BU,0,750,m2,0,0,0,9,9999999,1
1378,1378,Bridge,Bridge,8/10/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,4,37,1
1378,1378,Bridge,Bridge,8/10/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,0,5380,No,0,0,0,4,9999999,1
1390,1390,Bridge,Bridge,9/18/2017,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
1390,1390,Bridge,Bridge,9/18/2017,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,03. Waterway, 209. Clear siltation,AS,10,630,m3,6300,2,4,4,63,1
1390,1390,Bridge,Bridge,9/18/2017,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,340,No,4080,2,4,4,98,1
1390,1390,Bridge,Bridge,9/18/2017,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,11. Parapet, 101. Apply protective coating,AS,1,480,m2,480,2,4,4,833,1
1407,Leeuspruit Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,4,3100,No,12400,1,1,1,8,1
1407,Leeuspruit Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,5,750,L,3750,1,1,1,27,1
1407,Leeuspruit Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BU,5,630,m,3150,1,1,1,32,1
1407,Leeuspruit Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U1,5,750,L,3750,3,4,4,107,1
1407,Leeuspruit Bridge,Bridge,Bridge,10/24/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U1,10,750,L,7500,3,4,4,53,1
1445,Schuilhoerspruit,Bridge,Bridge,9/18/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,4,340,No,1360,2,4,4,294,1
1445,Schuilhoerspruit,Bridge,Bridge,9/18/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,11. Parapet, 459. Paint steel rails,AS,1,750,m2,0,0,0,4,9999999,1
1445,Schuilhoerspruit,Bridge,Bridge,9/18/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,P1",52,1220,m,0,0,0,9,9999999,1
1445,Schuilhoerspruit,Bridge,Bridge,9/18/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),AS,1,1080,No,1080,1,1,4,370,1
1453,WALKERSROOM RIVER BRIDGE P48/3,Bridge,Bridge,11/4/2017,,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,0.5,750,L,375,2,4,0,0,1
